0.000000E+00  0.211546E+01
0.148565E+01  0.861570E+00
0.260472E+01  -.256623E+00
0.566403E+01  0.436868E+01
0.620847E+01  0.234512E+01
0.955806E+01  0.191605E+01
0.104785E+02  0.343755E+01
0.107680E+02  0.346495E+01
0.109870E+02  0.189667E+01
0.112450E+02  0.152601E+01
0.142304E+02  -.676580E+00
0.162875E+02  0.748593E+00
0.170161E+02  -.100665E+01
0.179575E+02  -.173507E+01
0.201875E+02  0.183109E+01
0.213578E+02  0.230955E+01
0.215174E+02  0.833830E+00
0.217685E+02  -.280802E-01
0.236539E+02  -.181025E+01
0.245283E+02  0.176087E+01
0.247752E+02  0.153143E+01
0.250363E+02  0.107025E+01
0.272466E+02  -.791611E+00
0.275186E+02  -.116833E+01
0.291139E+02  -.767082E+00
0.293226E+02  0.571684E+00
0.320547E+02  0.509067E+00
0.342693E+02  0.363859E+00
0.353396E+02  0.122355E+00
0.372907E+02  -.336272E+00
0.400520E+02  0.148809E+01
0.414201E+02  0.990986E+00
0.425831E+02  0.223859E+00
0.428263E+02  0.165490E+00
0.454442E+02  0.295887E+01
0.470549E+02  0.915439E+00
0.471683E+02  0.282320E+00
0.475482E+02  -.310731E+00
0.482910E+02  -.119264E+01
0.484333E+02  -.499853E-01
0.488111E+02  0.211588E+00
0.504770E+02  0.222303E+01
0.509053E+02  0.167950E+01
0.511551E+02  0.260276E+01
0.518670E+02  0.739437E+00
0.525472E+02  -.110064E+01
0.540646E+02  -.758007E+00
0.553797E+02  -.894740E+00
0.561747E+02  -.149424E+01
0.566324E+02  -.974239E+00
0.575741E+02  -.248093E+01
0.594953E+02  0.190178E+01
0.610154E+02  -.634809E+00
0.625170E+02  -.153215E+01
0.675574E+02  -.182141E+01
0.693476E+02  0.479969E+00
0.709843E+02  0.193548E+01
0.712911E+02  0.132297E+00
0.714870E+02  -.546607E+00
0.715944E+02  -.792298E+00
0.734641E+02  0.209221E+00
0.736578E+02  -.304075E-01
0.742317E+02  0.719970E+00
0.748612E+02  0.165500E+01
0.789641E+02  -.320696E+00
0.812190E+02  0.251725E+01
0.815448E+02  0.279319E+01
0.828292E+02  -.138385E+01
0.855907E+02  0.253636E+01
0.862753E+02  0.113410E+00
0.864277E+02  0.170593E+00
0.866986E+02  -.124532E+01
0.884178E+02  -.692058E+00
0.886083E+02  -.969179E+00
0.902652E+02  0.114709E+01
0.904039E+02  0.573923E+00
0.922627E+02  -.161255E+01
0.925825E+02  -.192229E+01
0.947873E+02  -.148670E+01
0.953077E+02  0.155287E+01
0.961604E+02  0.181598E+01
0.974758E+02  -.279687E+00
0.979369E+02  -.198732E+01
0.100958E+03  0.199650E+01
0.101950E+03  0.737386E+00
0.102319E+03  0.549408E+00
0.103190E+03  -.582669E+00
0.103363E+03  -.534259E+00
0.103530E+03  0.360379E+00
0.104694E+03  0.182384E+01
0.106323E+03  0.223938E+01
0.106938E+03  -.509336E+00
0.108463E+03  -.121204E+01
0.109516E+03  0.150267E+01
0.112017E+03  -.457171E+00
0.113088E+03  -.204545E+01
0.113687E+03  -.184178E+01
0.114174E+03  -.330038E+00
0.115509E+03  0.208354E+01
0.116198E+03  -.184296E+00
0.118115E+03  -.285203E+01
0.118438E+03  -.318263E+01
0.119175E+03  -.398635E+00
0.119489E+03  0.510876E+00
0.120746E+03  0.103635E+01
0.121094E+03  0.599627E+00
0.123575E+03  -.211096E+01
0.123864E+03  -.141310E+01
0.125053E+03  -.662657E+00
0.126008E+03  0.753828E+00
0.126951E+03  -.162900E+01
0.128590E+03  -.481818E+00
0.128803E+03  -.576563E+00
0.129751E+03  0.176801E+01
0.130060E+03  0.222846E+01
0.131183E+03  -.327796E+00
0.131373E+03  0.365768E+00
0.132714E+03  0.300639E+00
0.133441E+03  0.624834E+00
0.136313E+03  0.159133E+01
0.138142E+03  -.653035E+00
0.139226E+03  0.265629E+00
0.141072E+03  0.166209E+01
0.141459E+03  0.134360E+01
0.143458E+03  -.713436E+00
0.144147E+03  0.155196E+01
0.145200E+03  0.257594E+01
0.145809E+03  0.169423E+01
0.146691E+03  0.732912E+00
0.146848E+03  0.724749E-02
0.148680E+03  -.122715E+01
0.150804E+03  0.117202E+01
0.151034E+03  0.200189E+01
0.151367E+03  0.195947E+01
0.152719E+03  -.821304E+00
0.153667E+03  -.217676E+01
0.155012E+03  -.824399E+00
0.155325E+03  -.350913E+00
0.156609E+03  -.321494E+01
0.159089E+03  -.220323E+01
0.159286E+03  -.140232E+01
0.159601E+03  -.724425E+00
0.160457E+03  0.964741E+00
0.161374E+03  0.310194E+00
0.161486E+03  0.757490E+00
0.162965E+03  -.360842E+00
0.165380E+03  0.132692E+01
0.165551E+03  0.151925E-01
0.167198E+03  -.185639E+01
0.168311E+03  -.872139E+00
0.168610E+03  -.528158E+00
0.169060E+03  0.113532E+01
0.171231E+03  0.505274E+00
0.171744E+03  0.117495E+01
0.172374E+03  0.156248E+01
0.172527E+03  0.154789E+01
0.172634E+03  0.102916E+01
0.173617E+03  0.293111E+00
0.174113E+03  0.322597E+00
0.174942E+03  0.501860E+00
0.175805E+03  0.327582E+00
0.180723E+03  0.245784E+01
0.181542E+03  0.110466E+01
0.181699E+03  0.596836E+00
0.182387E+03  -.178052E+01
0.183192E+03  -.545868E+00
0.183415E+03  -.606710E+00
0.184776E+03  0.907247E+00
0.185981E+03  0.500389E-01
0.187852E+03  -.243351E+01
0.190607E+03  0.229816E+01
0.192816E+03  -.368946E+01
0.193064E+03  -.346603E+01
0.194895E+03  -.937599E+00
0.196276E+03  -.641721E+00
0.197145E+03  -.594385E+00
0.197795E+03  -.247328E+01
0.198071E+03  -.251474E+01
0.199116E+03  0.974072E+00
0.199480E+03  0.840639E+00
0.200396E+03  0.240815E+01
0.200528E+03  0.287817E+01
0.200678E+03  0.284117E+01
0.201253E+03  0.174290E+01
0.201727E+03  0.333780E-01
0.202244E+03  -.247129E+00
0.202398E+03  -.767385E+00
0.202703E+03  -.707234E+00
0.202845E+03  -.990872E-01
0.203536E+03  0.151613E+01
0.204346E+03  0.237354E+01
0.204934E+03  0.203546E+01
0.206505E+03  0.185732E+01
0.206762E+03  0.138188E+01
0.208276E+03  0.385213E+00
0.209604E+03  0.156090E+01
0.211911E+03  -.808956E+00
0.214641E+03  -.113620E+01
0.215149E+03  0.278828E+00
0.216248E+03  0.138357E+01
0.216755E+03  0.221559E+01
0.217937E+03  0.356953E+00
0.219557E+03  -.333022E-02
0.220091E+03  0.389955E+00
0.220616E+03  0.176625E+01
0.221234E+03  0.156147E+01
0.222676E+03  -.239595E+01
0.223546E+03  -.191267E+01
0.224315E+03  -.160813E+00
0.227311E+03  -.244883E+01
0.227437E+03  -.248761E+01
0.228339E+03  -.958220E+00
0.229776E+03  0.327660E+00
0.230384E+03  0.128536E+00
0.230928E+03  -.812758E-01
0.231200E+03  0.631989E+00
0.231636E+03  0.698381E+00
0.231758E+03  0.358415E+00
0.231875E+03  0.270976E+00
0.234972E+03  0.990156E+00
0.236586E+03  0.294949E+01
0.237328E+03  0.857442E+00
0.237650E+03  -.223003E+00
0.238040E+03  -.520380E+00
0.239186E+03  0.147281E+01
0.242116E+03  -.998698E-01
0.242505E+03  -.166361E+00
0.243268E+03  -.149244E+00
0.244433E+03  0.135902E+01
0.244635E+03  0.124127E+01
0.244862E+03  0.222103E+01
0.246771E+03  -.532559E+00
0.247099E+03  -.194511E+01
0.247293E+03  -.184758E+01
0.248447E+03  0.529360E+00
0.249322E+03  -.115315E+00
0.249993E+03  0.187272E+01
0.250607E+03  0.297888E+01
0.251135E+03  0.818287E+00
0.251896E+03  -.743275E+00
0.252191E+03  -.982406E+00
0.253764E+03  -.113036E+01
0.255618E+03  0.163174E+01
0.256049E+03  0.733008E+00
0.256305E+03  0.234897E+00
0.257965E+03  -.235158E+01
0.259255E+03  -.657841E+00
0.260129E+03  -.493231E+00
0.260986E+03  0.212754E+00
0.263352E+03  -.187305E+01
0.263921E+03  -.745010E+00
0.264499E+03  -.529283E-01
0.264772E+03  -.253062E+00
0.268301E+03  -.140013E+01
0.268753E+03  -.751252E+00
0.270341E+03  0.248402E+01
0.270576E+03  0.298371E+01
0.270766E+03  0.268699E+01
0.271918E+03  0.180554E+00
0.273949E+03  0.560968E+00
0.274460E+03  0.127318E+01
0.276767E+03  0.220241E+01
0.277954E+03  0.916854E+00
0.278376E+03  -.723597E+00
0.279978E+03  0.222566E+01
0.281978E+03  0.922546E+00
0.283949E+03  0.946178E+00
0.285302E+03  0.238110E+01
0.285763E+03  0.227937E+01
0.286624E+03  -.168150E+00
0.288896E+03  -.187849E+01
0.289158E+03  -.720339E+00
0.291293E+03  0.773689E+00
0.291692E+03  -.104926E+01
0.293004E+03  -.164561E+01
0.293382E+03  -.259710E+01
0.293793E+03  -.171297E+01
0.297497E+03  -.259345E+01
0.298845E+03  -.136548E+01
0.300129E+03  0.147120E+01
0.300273E+03  0.193027E+01
0.302293E+03  -.521404E+00
0.302553E+03  -.960292E+00
0.303232E+03  -.286362E+01
0.304512E+03  0.132835E+01
0.306787E+03  0.719050E+00
0.307686E+03  -.826425E+00
0.307888E+03  -.131993E+00
0.309670E+03  0.194820E+01
0.310812E+03  0.293324E+01
0.311356E+03  0.200708E+01
0.311658E+03  0.224290E+01
0.312868E+03  0.724072E+00
0.313597E+03  0.378367E+00
0.313989E+03  -.439577E+00
0.314670E+03  0.116771E+01
0.315649E+03  0.130448E+01
0.318616E+03  -.181320E+01
0.318719E+03  -.171064E+01
0.319301E+03  -.136715E+01
